event_id,Method,Quality (A-D for SKHASH; lower number better for FOCMEC),Strike,Dip,Rake,P Axis Azimuth,P Axis Plunge,T Axis Azimuth,T Axis Plunge,N Axis Azimuth,N Axis Plunge
1973 Gunning,FOCMEC,0.43,182.38,22.27,62.73,113.25,24.59,318.31,63.2,207.88,10
1973 Gunning,FOCMEC,0.43,154.87,24.81,51.92,93.41,24.1,309.32,61.09,190.29,15
1973 Gunning,FOCMEC,0.44,160,35,90,70,10,250,80,160,0
1973 Gunning,FOCMEC,0.44,157.9,35.31,81.33,74.11,9.96,281.29,78.83,164.99,5
1973 Gunning,FOCMEC,0.44,328.92,60.5,78.49,67.31,14.77,211.69,72.04,334.65,10
1973 Gunning,FOCMEC,0.44,154.33,31.61,49.26,93.5,18.75,323.82,62.01,190.59,20
1973 Gunning,FOCMEC,0.44,159.62,31.61,49.26,98.79,18.75,329.11,62.01,195.88,20
1973 Gunning,FOCMEC,0.44,164.92,31.61,49.26,104.09,18.75,334.41,62.01,201.18,20
1973 Gunning,FOCMEC,0.45,0,60,90,90,15,270,75,180,0
1973 Gunning,FOCMEC,0.45,155,30,90,65,15,245,75,155,0
1973 Gunning,FOCMEC,0.45,170,35,90,80,10,260,80,350,0
1973 Gunning,FOCMEC,0.45,159.41,25.46,78.3,78.18,19.92,273.47,69.41,170,5
1973 Gunning,FOCMEC,0.45,166.53,20.59,75.65,87.67,24.9,280.58,64.54,180,5
1973 Gunning,FOCMEC,0.45,331.51,55.15,83.9,65.89,9.96,218.68,78.83,335,5
1973 Gunning,FOCMEC,0.45,332.67,65.1,84.49,66.81,19.92,231.54,69.41,335,5
1973 Gunning,FOCMEC,0.45,182.39,26.81,67.35,109.2,19.68,318.33,67.73,202.82,10
1973 Gunning,FOCMEC,0.45,340.16,65.41,78.99,78.41,19.69,229.29,67.73,344.79,10
1973 Gunning,FOCMEC,0.45,154.57,37.7,64.96,82.24,9.65,320.6,72.04,174.86,15
1973 Gunning,FOCMEC,0.45,170.3,24.81,51.92,108.84,24.1,324.75,61.09,205.72,15
1973 Gunning,FOCMEC,0.45,159.95,35.53,53.95,95.35,14.08,332.51,65.19,190.59,20
1973 Gunning,FOCMEC,0.46,10,65,90,100,20,280,70,190,0
1973 Gunning,FOCMEC,0.46,160,25,90,70,20,250,70,160,0
1973 Gunning,FOCMEC,0.46,168.61,36.22,72.91,90.79,9.85,317.09,75.89,182.54,10
1973 Gunning,FOCMEC,0.46,164.8,17.96,55.73,102.03,29.5,304.49,58.52,197.75,10
1973 Gunning,FOCMEC,0.46,323.85,60.5,78.49,62.24,14.77,206.62,72.04,329.58,10
1973 Gunning,FOCMEC,0.46,150.97,28.9,57.62,84.62,19.3,305.42,65.18,180.01,15
1973 Gunning,FOCMEC,0.46,154.65,35.53,53.95,90.05,14.08,327.21,65.19,185.29,20
1973 Gunning,FOCMEC,0.46,300.11,77.05,59.13,53.84,25.66,176.85,48.59,307.74,30
1973 Gunning,FOCMEC,0.46,303.23,72.77,58.43,56.67,21.47,176.54,51.71,313.55,30
1973 Gunning,FOCMEC,0.47,347.12,60.13,84.23,81.34,14.95,241.98,74.2,350,5
1973 Gunning,FOCMEC,0.47,157.03,22.27,62.73,87.9,24.59,292.96,63.2,182.53,10
1973 Gunning,FOCMEC,0.47,333.99,60.5,78.49,72.38,14.77,216.76,72.04,339.72,10
1973 Gunning,FOCMEC,0.47,149.04,31.61,49.26,88.21,18.75,318.53,62.01,185.3,20
1973 Gunning,FOCMEC,0.47,303.25,64.34,56.31,56.98,12.95,167.54,56.77,319.35,30
1973 Gunning,FOCMEC,0.47,306.23,68.53,57.5,59.67,17.23,175.4,54.47,319.36,30
1973 Gunning,FOCMEC,0.47,309.04,72.77,58.43,62.48,21.47,182.35,51.71,319.36,30
1973 Gunning,FOCMEC,0.47,302.31,69.75,52.31,59.08,16.27,169.68,50.33,317.28,35
1973 Gunning,FOCMEC,0.47,300.37,67.48,45.9,60.51,11.43,163.36,47.72,320.73,40
1974 Gunning,SKHASH,D,93.2,60.7,-139.4,309.3,48.36,215.73,3.17,122.93,41.46
1974 Gunning,SKHASH,D,275.8,56.8,-133.8,128.34,54.51,35.13,2.28,303.5,35.39
1974 Gunning,FOCMEC,0,305,65,-90,215,70,35,20,305,0
1974 Gunning,FOCMEC,0,310,65,-90,220,70,40,20,130,0
1974 Gunning,FOCMEC,0,315,65,-90,225,70,45,20,135,0
1974 Gunning,FOCMEC,0,330,60,-90,240,75,60,15,150,0
1974 Gunning,FOCMEC,0,330,55,-90,240,80,60,10,150,0
1974 Gunning,FOCMEC,0,335,60,-90,245,75,65,15,155,0
1974 Gunning,FOCMEC,0,307.33,65.1,-84.49,228.46,69.41,33.19,19.92,125,5
1974 Gunning,FOCMEC,0,312.33,65.1,-84.49,233.46,69.41,38.19,19.92,130,5
1974 Gunning,FOCMEC,0,317.33,65.1,-84.49,238.46,69.41,43.19,19.92,135,5
1974 Gunning,FOCMEC,0,342.88,60.13,-84.23,268.02,74.2,68.66,14.95,160,5
1974 Gunning,FOCMEC,0,138.58,30.38,-80.08,201.98,74.21,41.34,14.94,310,5
1974 Gunning,FOCMEC,0,140.59,25.46,-78.3,206.53,69.41,41.82,19.92,310,5
1974 Gunning,FOCMEC,0,143.58,30.38,-80.08,206.98,74.21,46.34,14.94,315,5
1974 Gunning,FOCMEC,0,148.58,30.38,-80.08,211.98,74.21,51.34,14.94,320,5
1974 Gunning,FOCMEC,0,153.58,30.38,-80.08,216.98,74.21,56.34,14.94,325,5
1974 Gunning,FOCMEC,0,353.05,60.5,-78.49,290.28,72.04,74.66,14.77,167.32,10
1974 Gunning,FOCMEC,0,146.04,31.47,-70.57,186.36,72.03,41.96,14.77,309.3,10
1974 Gunning,FOCMEC,0,3.36,61.12,-72.81,308.87,68.91,80.9,14.48,174.86,15
1974 Gunning,FOCMEC,0,6.88,65.91,-73.53,305.41,65.18,84.62,19.29,180,15
1974 Gunning,FOCMEC,0,11.17,61.98,-67.2,321.92,65.18,84.76,14.08,180,20
1974 Gunning,FOCMEC,0,14.36,66.6,-68.12,318.52,62.01,88.2,18.75,185.3,20
1974 Gunning,FOCMEC,0.01,315,60,-90,225,75,45,15,135,0
1974 Gunning,FOCMEC,0.01,320,60,-90,230,75,50,15,140,0
1974 Gunning,FOCMEC,0.01,325,60,-90,235,75,55,15,145,0
1974 Gunning,FOCMEC,0.01,337.88,60.13,-84.23,263.02,74.2,63.66,14.95,155,5
1974 Gunning,FOCMEC,0.01,338.49,55.15,-83.9,271.32,78.83,64.11,9.96,155,5
1974 Gunning,FOCMEC,0.01,135.59,25.46,-78.3,201.53,69.41,36.82,19.92,305,5
1974 Gunning,FOCMEC,0.01,152.1,35.31,-81.33,208.71,78.83,55.89,9.96,325.01,5
1974 Gunning,FOCMEC,0.01,149.72,26.81,-67.35,193.78,67.73,42.91,19.68,309.29,10
1974 Gunning,FOCMEC,0.01,151.11,31.47,-70.57,191.43,72.03,47.03,14.77,314.37,10
1974 Gunning,FOCMEC,0.01,156.18,31.47,-70.57,196.5,72.03,52.1,14.77,319.44,10
1974 Gunning,FOCMEC,0.01,12.02,65.91,-73.53,310.55,65.18,89.76,19.29,185.14,15
1974 Gunning,FOCMEC,0.01,147.57,33.23,-61.81,169.4,68.91,37.39,14.47,303.42,15
1974 Gunning,FOCMEC,0.01,16.48,63.05,-61.7,330.4,61.1,86.31,13.56,182.77,25
1974 Gunning,FOCMEC,0.02,320,65,-90,230,70,50,20,140,0
1974 Gunning,FOCMEC,0.02,322.33,65.1,-84.49,243.46,69.41,48.19,19.92,140,5
1974 Gunning,FOCMEC,0.02,347.88,60.13,-84.23,273.02,74.2,73.66,14.95,165,5
1974 Gunning,FOCMEC,0.02,147.1,35.31,-81.33,203.71,78.83,50.89,9.96,320.01,5
1974 Gunning,FOCMEC,0.02,158.58,30.38,-80.08,221.98,74.21,61.34,14.94,330,5
1974 Gunning,FOCMEC,0.02,347.98,60.5,-78.49,285.21,72.04,69.59,14.77,162.25,10
1974 Gunning,FOCMEC,0.02,349.19,55.61,-77.85,296.82,75.89,70.5,9.85,162.26,10
1974 Gunning,FOCMEC,0.02,351.95,65.41,-78.99,282.82,67.73,73.7,19.69,167.32,10
1974 Gunning,FOCMEC,0.02,140.96,31.47,-70.57,181.28,72.03,36.88,14.77,304.22,10
1974 Gunning,FOCMEC,0.02,144.65,26.81,-67.35,188.71,67.73,37.84,19.68,304.22,10
1974 Gunning,FOCMEC,0.02,153.36,36.22,-72.91,184.88,75.89,51.18,9.85,319.43,10
1974 Gunning,FOCMEC,0.02,358.21,61.12,-72.81,303.72,68.91,75.75,14.48,169.71,15
1974 Gunning,FOCMEC,0.02,152.46,28.9,-57.62,178.01,65.18,38.81,19.3,303.42,15
1974 Gunning,FOCMEC,0.02,152.72,33.23,-61.81,174.55,68.91,42.54,14.47,308.57,15
1974 Gunning,FOCMEC,0.02,19.65,66.6,-68.12,323.81,62.01,93.49,18.75,190.59,20
1974 Gunning,FOCMEC,0.02,19.46,67.48,-62.77,327.58,58.39,89.56,18.06,188.31,25
1974 Gunning,FOCMEC,0.02,21.91,64.34,-56.31,337.62,56.77,88.18,12.95,185.81,30
1974 Gunning,FOCMEC,0.03,302.33,65.1,-84.49,223.46,69.41,28.19,19.92,120,5
1974 Gunning,FOCMEC,0.03,332.88,60.13,-84.23,258.02,74.2,58.66,14.95,150,5
1974 Gunning,FOCMEC,0.03,343.49,55.15,-83.9,276.32,78.83,69.11,9.96,160,5
1974 Gunning,FOCMEC,0.03,357.02,65.41,-78.99,287.89,67.73,78.77,19.69,172.39,10
1974 Gunning,FOCMEC,0.03,358.12,60.5,-78.49,295.35,72.04,79.73,14.77,172.39,10
1974 Gunning,FOCMEC,0.03,148.29,36.22,-72.91,179.81,75.89,46.11,9.85,314.36,10
1974 Gunning,FOCMEC,0.03,161.25,31.47,-70.57,201.57,72.03,57.17,14.77,324.51,10
1974 Gunning,FOCMEC,0.03,359.99,56.36,-71.89,315.44,72.04,77.11,9.66,169.72,15
1974 Gunning,FOCMEC,0.03,147.32,28.9,-57.62,172.87,65.18,33.67,19.3,298.28,15
1974 Gunning,FOCMEC,0.03,154,37.7,-64.96,167.97,72.04,46.33,9.65,313.71,15
1974 Gunning,FOCMEC,0.03,17.68,71.25,-68.83,316.84,58.4,91.52,23.4,190.58,20
1974 Gunning,FOCMEC,0.03,22.98,71.25,-68.83,322.14,58.4,96.82,23.4,195.88,20
1974 Gunning,FOCMEC,0.03,147.44,31.61,-49.26,157.95,62.01,28.27,18.75,291.18,20
1974 Gunning,FOCMEC,0.04,300,65,-90,210,70,30,20,120,0
1974 Gunning,FOCMEC,0.04,325,55,-90,235,80,55,10,145,0
1974 Gunning,FOCMEC,0.04,335,55,-90,245,80,65,10,155,0
1974 Gunning,FOCMEC,0.04,327.33,65.1,-84.49,248.46,69.41,53.19,19.92,145,5
1974 Gunning,FOCMEC,0.04,327.88,60.13,-84.23,253.02,74.2,53.66,14.95,145,5
1974 Gunning,FOCMEC,0.04,332.33,65.1,-84.49,253.46,69.41,58.19,19.92,150,5
1974 Gunning,FOCMEC,0.04,130.59,25.46,-78.3,196.53,69.41,31.82,19.92,300,5
1974 Gunning,FOCMEC,0.04,133.58,30.38,-80.07,196.96,74.21,36.33,14.94,304.99,5
1974 Gunning,FOCMEC,0.04,157.1,35.31,-81.33,213.71,78.83,60.89,9.96,330.01,5
1974 Gunning,FOCMEC,0.04,316.46,65.41,-78.99,247.33,67.73,38.21,19.69,131.83,10
1974 Gunning,FOCMEC,0.04,139.58,26.81,-67.35,183.64,67.73,32.77,19.68,299.15,10
1974 Gunning,FOCMEC,0.04,158.44,36.22,-72.91,189.96,75.89,56.26,9.85,324.51,10
1974 Gunning,FOCMEC,0.04,1.74,65.91,-73.53,300.27,65.18,79.48,19.29,174.86,15
1974 Gunning,FOCMEC,0.04,157.86,33.23,-61.81,179.69,68.91,47.68,14.47,313.71,15
1974 Gunning,FOCMEC,0.04,147.11,35.53,-53.95,154.55,65.19,31.71,14.08,296.47,20
1974 Gunning,FOCMEC,0.04,152.73,31.61,-49.26,163.24,62.01,33.56,18.75,296.47,20
1974 Gunning,FOCMEC,0.04,152.41,35.53,-53.95,159.85,65.19,37.01,14.08,301.77,20
1974 Gunning,FOCMEC,0.04,13.72,58.68,-60.35,334.59,63.19,82.97,9.06,177.24,25
1974 Gunning,FOCMEC,0.04,150.19,34.78,-42.19,148.74,58.39,26.75,18.05,288.01,25
1974 Gunning,FOCMEC,0.04,19.3,60.22,-54.82,340.58,58.52,84.96,8.65,180,30
1974 Gunning,FOCMEC,0.05,310,60,-90,220,75,40,15,130,0
1974 Gunning,FOCMEC,0.05,340,60,-90,250,75,70,15,160,0
1974 Gunning,FOCMEC,0.05,145.59,25.46,-78.3,211.53,69.41,46.82,19.92,315,5
1974 Gunning,FOCMEC,0.05,311.39,65.41,-78.99,242.26,67.73,33.14,19.69,126.76,10
1974 Gunning,FOCMEC,0.05,321.53,65.41,-78.99,252.4,67.73,43.28,19.69,136.9,10
1974 Gunning,FOCMEC,0.05,342.91,60.5,-78.49,280.14,72.04,64.52,14.77,157.18,10
1974 Gunning,FOCMEC,0.05,354.26,55.61,-77.85,301.89,75.89,75.57,9.85,167.33,10
1974 Gunning,FOCMEC,0.05,157.6,28.9,-57.62,183.15,65.18,43.95,19.3,308.56,15
1974 Gunning,FOCMEC,0.05,159.14,37.7,-64.96,173.11,72.04,51.47,9.65,318.85,15
1974 Gunning,FOCMEC,0.05,163,33.23,-61.81,184.83,68.91,52.82,14.47,318.85,15
1974 Gunning,FOCMEC,0.05,8.17,57.39,-66.04,327.42,67.73,81.25,9.39,174.7,20
1974 Gunning,FOCMEC,0.05,149.1,27.99,-43.22,159.62,58.39,24.94,23.4,285.88,20
1974 Gunning,FOCMEC,0.05,24.99,67.48,-62.77,333.11,58.39,95.09,18.06,193.84,25
1974 Gunning,FOCMEC,0.05,151.73,31.61,-36.26,150.28,55.23,23.62,22.52,282.47,25
1974 Gunning,FOCMEC,0.05,148.91,33.23,-24.15,136.2,48.59,13.2,25.65,267.1,30
1974 Gunning,FOCMEC,0.06,337.33,65.1,-84.49,258.46,69.41,63.19,19.92,155,5
1980 Hawker,SKHASH,D,146.8,29,20.9,106.34,29.75,337.28,47.79,213.21,26.93
1980 Hawker,SKHASH,D,7.2,33.2,166.1,224.84,29.91,347.55,43.21,113.68,32.11
1980 Hawker,FOCMEC,0,129.12,80.04,84.92,223.5,34.85,32.9,54.69,130,5
1980 Hawker,FOCMEC,0,134.12,80.04,84.92,228.5,34.85,37.9,54.69,135,5
1980 Hawker,FOCMEC,0,138.66,75.06,84.82,232.88,29.88,41.41,59.62,140,5
1980 Hawker,FOCMEC,0,139.12,80.04,84.92,233.5,34.85,42.9,54.69,140,5
1980 Hawker,FOCMEC,0,143.66,75.06,84.82,237.88,29.88,46.41,59.62,145,5
1980 Hawker,FOCMEC,0,144.12,80.04,84.92,238.5,34.85,47.9,54.69,145,5
1980 Hawker,FOCMEC,0,148.18,70.08,84.68,242.32,24.9,49.41,64.54,150,5
1980 Hawker,FOCMEC,0,148.66,75.06,84.82,242.88,29.88,51.41,59.62,150,5
1980 Hawker,FOCMEC,0,149.12,80.04,84.92,243.5,34.85,52.9,54.69,150,5
1980 Hawker,FOCMEC,0,153.66,75.06,84.82,247.88,29.88,56.41,59.62,155,5
1980 Hawker,FOCMEC,0,154.12,80.04,84.92,248.5,34.85,57.9,54.69,155,5
1980 Hawker,FOCMEC,0,125.89,85.08,79.96,225.05,39.28,25.07,48.97,126.76,10
1980 Hawker,FOCMEC,0,130.08,80.15,79.85,228.77,34.39,27.91,53.78,131.83,10
1980 Hawker,FOCMEC,0,130.96,85.08,79.96,230.12,39.28,30.14,48.97,131.83,10
1980 Hawker,FOCMEC,0,134.24,75.23,79.65,232.63,29.49,30.16,58.53,136.91,10
1980 Hawker,FOCMEC,0,135.15,80.15,79.85,233.84,34.39,32.98,53.78,136.9,10
1980 Hawker,FOCMEC,0,138.36,70.32,79.37,236.61,24.6,31.55,63.19,141.98,10
1980 Hawker,FOCMEC,0,139.31,75.23,79.65,237.7,29.49,35.23,58.53,141.98,10
1980 Hawker,FOCMEC,0,140.22,80.15,79.85,238.91,34.39,38.05,53.78,141.97,10
1980 Hawker,FOCMEC,0,142.41,65.41,78.99,240.66,19.69,31.54,67.73,147.04,10
1980 Hawker,FOCMEC,0,143.43,70.32,79.37,241.68,24.6,36.62,63.19,147.05,10
1980 Hawker,FOCMEC,0,144.38,75.23,79.65,242.77,29.49,40.3,58.53,147.05,10
1980 Hawker,FOCMEC,0,145.29,80.15,79.85,243.98,34.39,43.12,53.78,147.04,10
1980 Hawker,FOCMEC,0,148.5,70.32,79.37,246.75,24.6,41.69,63.19,152.12,10
1980 Hawker,FOCMEC,0,149.45,75.23,79.65,247.84,29.49,45.37,58.53,152.12,10
1980 Hawker,FOCMEC,0,150.36,80.15,79.85,249.05,34.39,48.19,53.78,152.11,10
1980 Hawker,FOCMEC,0,155.43,80.15,79.85,254.12,34.39,53.26,53.78,157.18,10
1980 Hawker,FOCMEC,0,118.29,90,75,222.8,43.08,13.78,43.08,118.29,15
1980 Hawker,FOCMEC,0,122.13,85.17,74.95,225.68,38.38,16.29,47.73,123.43,15
1980 Hawker,FOCMEC,0,125.96,80.34,74.78,228.84,33.64,18.29,52.31,128.57,15
1980 Hawker,FOCMEC,0,127.27,85.17,74.95,230.82,38.38,21.43,47.73,128.57,15
1980 Hawker,FOCMEC,0,129.75,75.52,74.5,232.21,28.88,19.57,56.78,133.72,15
1980 Hawker,FOCMEC,0,131.1,80.34,74.78,233.98,33.64,23.43,52.31,133.71,15
1980 Hawker,FOCMEC,0,132.42,85.17,74.95,235.97,38.38,26.58,47.73,133.72,15
1980 Hawker,FOCMEC,0,134.89,75.52,74.5,237.35,28.88,24.71,56.78,138.86,15
1980 Hawker,FOCMEC,0,136.24,80.34,74.78,239.12,33.64,28.57,52.31,138.85,15
1980 Hawker,FOCMEC,0,137.56,85.17,74.95,241.11,38.38,31.72,47.73,138.86,15
1980 Hawker,FOCMEC,0,138.62,70.71,74.08,240.89,24.09,24.96,61.09,144,15
1980 Hawker,FOCMEC,0,140.03,75.52,74.5,242.49,28.88,29.85,56.78,144,15
1980 Hawker,FOCMEC,0,141.39,80.34,74.78,244.27,33.64,33.72,52.31,144,15
1980 Hawker,FOCMEC,0,142.26,65.91,73.53,244.52,19.29,23.73,65.18,149.14,15
1980 Hawker,FOCMEC,0,143.76,70.71,74.08,246.03,24.09,30.1,61.09,149.14,15
1980 Hawker,FOCMEC,0,145.18,75.52,74.5,247.64,28.88,35,56.78,149.15,15
1980 Hawker,FOCMEC,0,146.53,80.34,74.78,249.41,33.64,38.86,52.31,149.14,15
1980 Hawker,FOCMEC,0,148.9,70.71,74.08,251.17,24.09,35.24,61.09,154.28,15
1980 Hawker,FOCMEC,0,150.32,75.52,74.5,252.78,28.88,40.14,56.78,154.29,15
1980 Hawker,FOCMEC,0,151.67,80.34,74.78,254.55,33.64,44,52.31,154.28,15
1980 Hawker,FOCMEC,0,156.82,80.34,74.78,259.7,33.64,49.15,52.31,159.43,15
1980 Hawker,FOCMEC,0,121.76,90,70,230.64,41.64,12.88,41.64,121.76,20
1980 Hawker,FOCMEC,0,125.34,85.3,69.93,233.07,37.16,14.88,46.04,127.05,20
1980 Hawker,FOCMEC,0,127.06,90,70,235.94,41.64,18.18,41.64,127.06,20
1980 Hawker,FOCMEC,0,128.9,80.61,69.72,235.82,32.62,16.32,50.33,132.35,20
1980 Hawker,FOCMEC,0,130.64,85.3,69.93,238.37,37.16,20.18,46.04,132.35,20
1980 Hawker,FOCMEC,0,132.41,75.92,69.35,238.82,28.02,17,54.47,137.65,20
1980 Hawker,FOCMEC,0,134.2,80.61,69.72,241.12,32.62,21.62,50.33,137.65,20
1980 Hawker,FOCMEC,0,135.93,85.3,69.93,243.66,37.16,25.47,46.04,137.64,20
1980 Hawker,FOCMEC,0,135.85,71.25,68.83,242.01,23.4,16.69,58.4,142.95,20
1980 Hawker,FOCMEC,0,137.7,75.92,69.35,244.11,28.02,22.29,54.47,142.94,20
1980 Hawker,FOCMEC,0,139.49,80.61,69.72,246.41,32.62,26.91,50.33,142.94,20
1980 Hawker,FOCMEC,0,141.23,85.3,69.93,248.96,37.16,30.77,46.04,142.94,20
1980 Hawker,FOCMEC,0,139.17,66.6,68.12,245.33,18.75,15.01,62.01,148.23,20
1980 Hawker,FOCMEC,0,141.14,71.25,68.83,247.3,23.4,21.98,58.4,148.24,20
1980 Hawker,FOCMEC,0,143,75.92,69.35,249.41,28.02,27.59,54.47,148.24,20
1980 Hawker,FOCMEC,0,144.78,80.61,69.72,251.7,32.62,32.2,50.33,148.23,20
1980 Hawker,FOCMEC,0,144.47,66.6,68.12,250.63,18.75,20.31,62.01,153.53,20
1980 Hawker,FOCMEC,0,146.43,71.25,68.83,252.59,23.4,27.27,58.4,153.53,20
1980 Hawker,FOCMEC,0,148.29,75.92,69.35,254.7,28.02,32.88,54.47,153.53,20
1980 Hawker,FOCMEC,0,150.08,80.61,69.72,257,32.62,37.5,50.33,153.53,20
1980 Hawker,FOCMEC,0,153.59,75.92,69.35,260,28.02,38.18,54.47,158.83,20
1980 Hawker,FOCMEC,0,155.37,80.61,69.72,262.29,32.62,42.79,50.33,158.82,20
1980 Hawker,FOCMEC,0,279.76,67.48,-62.77,227.88,58.39,349.86,18.06,88.61,25
1980 Hawker,FOCMEC,0,295.03,80.95,-64.66,231.88,47.93,4.28,31.32,110.77,25
1980 Hawker,FOCMEC,0,298.43,85.47,-64.92,233.04,43.97,6.79,35.63,116.31,25
1980 Hawker,FOCMEC,0,121.85,90,65,234.76,39.86,8.94,39.86,121.85,25
1980 Hawker,FOCMEC,0,303.96,85.47,-64.92,238.57,43.97,12.32,35.63,121.84,25
1980 Hawker,FOCMEC,0,125.27,85.47,64.92,236.91,35.63,10.66,43.97,127.39,25
1980 Hawker,FOCMEC,0,127.38,90,65,240.29,39.86,14.47,39.86,127.38,25
1980 Hawker,FOCMEC,0,128.66,80.95,64.66,239.41,31.32,11.81,47.93,132.92,25
1980 Hawker,FOCMEC,0,130.81,85.47,64.92,242.45,35.63,16.2,43.97,132.93,25
1980 Hawker,FOCMEC,0,132.92,90,65,245.83,39.86,20.01,39.86,132.92,25
1980 Hawker,FOCMEC,0,132,76.43,64.23,242.17,26.94,12.25,51.71,138.46,25
1980 Hawker,FOCMEC,0,134.2,80.95,64.66,244.95,31.32,17.35,47.93,138.46,25
1980 Hawker,FOCMEC,0,136.34,85.47,64.92,247.98,35.63,21.73,43.97,138.46,25
1980 Hawker,FOCMEC,0,135.26,71.94,63.61,245.15,22.52,11.82,55.23,144,25
1980 Hawker,FOCMEC,0,137.54,76.43,64.23,247.71,26.94,17.79,51.71,144,25
1980 Hawker,FOCMEC,0,139.74,80.95,64.66,250.49,31.32,22.89,47.93,144,25
1980 Hawker,FOCMEC,0,141.88,85.47,64.92,253.52,35.63,27.27,43.97,144,25
1980 Hawker,FOCMEC,0,138.39,67.48,62.77,248.29,18.06,10.27,58.39,149.54,25
1980 Hawker,FOCMEC,0,140.79,71.94,63.61,250.68,22.52,17.35,55.23,149.53,25
1980 Hawker,FOCMEC,0,143.08,76.43,64.23,253.25,26.94,23.33,51.71,149.54,25
1980 Hawker,FOCMEC,0,145.28,80.95,64.66,256.03,31.32,28.43,47.93,149.54,25
1980 Hawker,FOCMEC,0,141.36,63.05,61.7,251.53,13.56,7.44,61.1,155.07,25
1980 Hawker,FOCMEC,0,143.93,67.48,62.77,253.83,18.06,15.81,58.39,155.08,25
1980 Hawker,FOCMEC,0,146.33,71.94,63.61,256.22,22.52,22.89,55.23,155.07,25
1980 Hawker,FOCMEC,0,148.62,76.43,64.23,258.79,26.94,28.87,51.71,155.08,25
1980 Hawker,FOCMEC,0,150.82,80.95,64.66,261.57,31.32,33.97,47.93,155.08,25
1980 Hawker,FOCMEC,0,154.15,76.43,64.23,264.32,26.94,34.4,51.71,160.61,25
1980 Hawker,FOCMEC,0,167.11,46.03,54.04,101.73,4.53,2.15,64.54,193.84,25
1980 Hawker,FOCMEC,0,172.65,46.03,54.04,107.27,4.53,7.69,64.54,199.38,25
1980 Hawker,FOCMEC,0,176.47,50.14,56.6,109.38,0,19.37,65,199.38,25
1977 Melton,SKHASH,C,148.7,37.5,93,56.56,7.53,222.78,82.25,326.32,1.83
1977 Melton,SKHASH,D,192.4,80.2,-173,56.58,11.85,147.01,2.03,246.59,77.98
1977 Melton,FOCMEC,0.13,139.82,56.17,53,255.08,4.33,352.5,59.63,162.58,29.99
1977 Melton,FOCMEC,0.14,143.24,50.14,56.6,76.15,0,346.14,65,166.15,25
1977 Melton,FOCMEC,0.14,92.65,76.43,-6.46,49.07,14.08,317.79,5.08,208.41,75
1977 Melton,FOCMEC,0.14,105.05,85.17,1.3,60.09,2.5,329.9,4.33,179.97,85
1977 Melton,FOCMEC,0.14,285,90,0,240,0,150,0,330,90
1977 Melton,FOCMEC,0.15,137.71,50.14,56.6,70.62,0,340.61,65,160.62,25
1977 Melton,FOCMEC,0.15,148.78,50.14,56.6,81.69,0,351.68,65,171.69,25
1977 Melton,FOCMEC,0.15,136.02,52.24,50.77,252.58,0,342.59,60,162.58,30
1977 Melton,FOCMEC,0.15,96.13,81.82,-5.78,51.69,9.85,321.39,1.73,221.56,80
1977 Melton,FOCMEC,0.15,101.16,81.35,-5.04,56.76,9.66,326.32,2.58,221.55,80
1977 Melton,FOCMEC,0.15,99.89,86.79,-3.83,54.98,4.98,145.02,0.43,239.98,85
1977 Melton,FOCMEC,0.15,104.89,86.47,-3.54,60,5,150,0,240.03,85
1977 Melton,FOCMEC,0.16,134.01,56.17,53,249.27,4.33,346.69,59.63,156.77,29.99
1977 Melton,FOCMEC,0.16,141.82,52.24,50.77,258.38,0,348.39,60,168.38,30
1977 Melton,FOCMEC,0.16,97.77,75.92,-5.24,54.19,13.57,322.66,6.28,208.43,75
1977 Melton,FOCMEC,0.16,96.39,78.56,-9.77,52.55,14.94,322.2,1.3,227.35,75
1977 Melton,FOCMEC,0.16,98.77,80.04,-0.88,54.28,7.64,323.42,6.41,193.84,80
1977 Melton,FOCMEC,0.16,98.85,85.02,-8.68,54.01,9.65,144.45,2.58,249.23,80
1977 Melton,FOCMEC,0.16,103.82,84.28,-8.22,59.08,9.85,149.38,1.73,249.22,80
1977 Melton,FOCMEC,0.16,109.89,86.17,-3.22,65.02,4.98,334.98,0.44,240,85
1977 Melton,FOCMEC,0.17,145.63,56.17,53,260.89,4.33,358.31,59.63,168.39,29.99
1977 Melton,FOCMEC,0.17,100.39,81.46,-12.38,55.97,14.77,146.65,2.57,246.31,75
1977 Melton,FOCMEC,0.17,103.85,80,0,59.29,7.05,328.41,7.05,193.85,80
1977 Melton,FOCMEC,0.17,106.77,88.27,-9.85,61.51,8.18,152.33,5.71,276.91,80
1977 Melton,FOCMEC,0.17,105.05,88.71,4.83,239.9,2.5,330.09,4.33,119.97,85
1977 Melton,FOCMEC,0.17,100.04,85.08,0.87,55.11,2.86,324.9,4.09,180,85
1977 Melton,FOCMEC,0.17,110.07,85.3,1.71,65.08,2.12,334.92,4.53,180.05,85
1977 Melton,FOCMEC,0.17,285.05,88.71,4.83,59.9,2.5,150.09,4.33,299.97,85
1977 Melton,FOCMEC,0.18,130.21,52.24,50.77,246.77,0,336.78,60,156.77,30
1977 Melton,FOCMEC,0.18,99.77,86.16,-14.51,54.39,12.95,146.11,7.44,265.26,75
1977 Melton,FOCMEC,0.18,104.63,84.92,-14.13,59.49,13.57,151.01,6.28,265.25,75
