event_id,Method,Quality (A-D for SKHASH; lower number better for FOCMEC),Strike,Dip,Rake,P Axis Azimuth,P Axis Plunge,T Axis Azimuth,T Axis Plunge,N Axis Azimuth,N Axis Plunge
1977 Balliang,SKHASH,B,340.2,9.4,56.3,279.61,36.98,110.36,52.53,13.54,5.2
1977 Balliang,SKHASH,D,68.4,64.9,-147.1,287.2,40.37,194.87,2.74,101.65,49.49
1977 Balliang,FOCMEC,0,0,10,90,270,35,90,55,180,0
1977 Balliang,FOCMEC,0,0,15,90,270,30,90,60,180,0
1977 Balliang,FOCMEC,0,0,20,90,270,25,90,65,180,0
1977 Balliang,FOCMEC,0,0,25,90,270,20,90,70,180,0
1977 Balliang,FOCMEC,0,5,10,90,275,35,95,55,185,0
1977 Balliang,FOCMEC,0,5,15,90,275,30,95,60,185,0
1977 Balliang,FOCMEC,0,5,20,90,275,25,95,65,185,0
1977 Balliang,FOCMEC,0,5,25,90,275,20,95,70,185,0
1977 Balliang,FOCMEC,0,5,30,90,275,15,95,75,185,0
1977 Balliang,FOCMEC,0,10,10,90,280,35,100,55,190,0
1977 Balliang,FOCMEC,0,10,15,90,280,30,100,60,190,0
1977 Balliang,FOCMEC,0,10,20,90,280,25,100,65,190,0
1977 Balliang,FOCMEC,0,10,25,90,280,20,100,70,190,0
1977 Balliang,FOCMEC,0,10,30,90,280,15,100,75,10,0
1977 Balliang,FOCMEC,0,15,10,90,285,35,105,55,195,0
1977 Balliang,FOCMEC,0,15,15,90,285,30,105,60,195,0
1977 Balliang,FOCMEC,0,15,20,90,285,25,105,65,195,0
1977 Balliang,FOCMEC,0,15,25,90,285,20,105,70,195,0
1977 Balliang,FOCMEC,0,15,30,90,285,15,105,75,195,0
1977 Balliang,FOCMEC,0,15,35,90,285,10,105,80,195,0
1977 Balliang,FOCMEC,0,20,10,90,290,35,110,55,200,0
1977 Balliang,FOCMEC,0,20,15,90,290,30,110,60,200,0
1977 Balliang,FOCMEC,0,20,20,90,290,25,110,65,200,0
1977 Balliang,FOCMEC,0,20,25,90,290,20,110,70,200,0
1977 Balliang,FOCMEC,0,20,30,90,290,15,110,75,200,0
1977 Balliang,FOCMEC,0,20,35,90,290,10,110,80,200,0
1977 Balliang,FOCMEC,0,25,10,90,295,35,115,55,205,0
1977 Balliang,FOCMEC,0,25,15,90,295,30,115,60,205,0
1977 Balliang,FOCMEC,0,25,20,90,295,25,115,65,205,0
1977 Balliang,FOCMEC,0,25,25,90,295,20,115,70,205,0
1977 Balliang,FOCMEC,0,25,30,90,295,15,115,75,205,0
1977 Balliang,FOCMEC,0,25,35,90,295,10,115,80,205,0
1977 Balliang,FOCMEC,0,30,10,90,300,35,120,55,210,0
1977 Balliang,FOCMEC,0,30,15,90,300,30,120,60,30,0
1977 Balliang,FOCMEC,0,30,20,90,300,25,120,65,30,0
1977 Balliang,FOCMEC,0,30,25,90,300,20,120,70,30,0
1977 Balliang,FOCMEC,0,30,30,90,300,15,120,75,30,0
1977 Balliang,FOCMEC,0,30,35,90,300,10,120,80,30,0
1977 Balliang,FOCMEC,0,35,10,90,305,35,125,55,215,0
1977 Balliang,FOCMEC,0,35,15,90,305,30,125,60,215,0
1977 Balliang,FOCMEC,0,35,20,90,305,25,125,65,215,0
1977 Balliang,FOCMEC,0,35,25,90,305,20,125,70,215,0
1977 Balliang,FOCMEC,0,35,30,90,305,15,125,75,35,0
1977 Balliang,FOCMEC,0,35,35,90,305,10,125,80,35,0
1977 Balliang,FOCMEC,0,40,10,90,310,35,130,55,220,0
1977 Balliang,FOCMEC,0,40,15,90,310,30,130,60,220,0
1977 Balliang,FOCMEC,0,40,20,90,310,25,130,65,220,0
1977 Balliang,FOCMEC,0,40,25,90,310,20,130,70,220,0
1977 Balliang,FOCMEC,0,40,30,90,310,15,130,75,220,0
1977 Balliang,FOCMEC,0,45,10,90,315,35,135,55,225,0
1977 Balliang,FOCMEC,0,45,15,90,315,30,135,60,225,0
1977 Balliang,FOCMEC,0,45,20,90,315,25,135,65,225,0
1977 Balliang,FOCMEC,0,45,25,90,315,20,135,70,225,0
1977 Balliang,FOCMEC,0,45,30,90,315,15,135,75,225,0
1977 Balliang,FOCMEC,0,50,15,90,320,30,140,60,230,0
1977 Balliang,FOCMEC,0,50,20,90,320,25,140,65,230,0
1977 Balliang,FOCMEC,0,50,25,90,320,20,140,70,230,0
1977 Balliang,FOCMEC,0,175,70,90,265,25,85,65,355,0
1977 Balliang,FOCMEC,0,175,75,90,265,30,85,60,355,0
1977 Balliang,FOCMEC,0,175,80,90,265,35,85,55,355,0
1977 Balliang,FOCMEC,0,341.98,15.79,71.32,267.12,29.88,98.58,59.62,0,5
1977 Balliang,FOCMEC,0,346.53,20.59,75.65,267.67,24.9,100.58,64.54,360,5
1977 Balliang,FOCMEC,0,349.41,25.46,78.3,268.18,19.92,103.47,69.41,0,5
1977 Balliang,FOCMEC,0,351.42,30.38,80.08,268.66,14.94,108.02,74.21,360,5
1977 Balliang,FOCMEC,0,346.98,15.79,71.32,272.12,29.88,103.58,59.62,5,5
1977 Balliang,FOCMEC,0,351.53,20.59,75.65,272.67,24.9,105.58,64.54,5,5
1977 Balliang,FOCMEC,0,354.41,25.46,78.3,273.18,19.92,108.47,69.41,5,5
1977 Balliang,FOCMEC,0,356.42,30.38,80.08,273.66,14.94,113.02,74.21,5,5
1977 Balliang,FOCMEC,0,343.7,11.17,63.26,276.51,34.85,107.1,54.69,10,5
1977 Balliang,FOCMEC,0,351.98,15.79,71.32,277.12,29.88,108.58,59.62,10,5
1977 Balliang,FOCMEC,0,356.53,20.59,75.65,277.67,24.9,110.58,64.54,10,5
1977 Balliang,FOCMEC,0,359.41,25.46,78.3,278.18,19.92,113.47,69.41,10,5
1977 Balliang,FOCMEC,0,1.42,30.38,80.08,278.66,14.94,118.02,74.21,10,5
1977 Balliang,FOCMEC,0,348.7,11.17,63.26,281.51,34.85,112.1,54.69,15,5
1977 Balliang,FOCMEC,0,356.98,15.79,71.32,282.12,29.88,113.58,59.62,15,5
1977 Balliang,FOCMEC,0,1.53,20.59,75.65,282.67,24.9,115.58,64.54,15,5
1977 Balliang,FOCMEC,0,4.41,25.46,78.3,283.18,19.92,118.47,69.41,15,5
1977 Balliang,FOCMEC,0,6.42,30.38,80.08,283.66,14.94,123.02,74.21,15,5
1977 Balliang,FOCMEC,0,353.7,11.17,63.26,286.51,34.85,117.1,54.69,20,5
1977 Balliang,FOCMEC,0,1.98,15.79,71.32,287.12,29.88,118.58,59.62,20,5
1977 Balliang,FOCMEC,0,6.53,20.59,75.65,287.67,24.9,120.58,64.54,20,5
1977 Balliang,FOCMEC,0,9.41,25.46,78.3,288.18,19.92,123.47,69.41,20,5
1977 Balliang,FOCMEC,0,11.42,30.38,80.08,288.66,14.94,128.02,74.21,20,5
1977 Balliang,FOCMEC,0,358.7,11.17,63.26,291.51,34.85,122.1,54.69,25,5
1977 Balliang,FOCMEC,0,6.98,15.79,71.32,292.12,29.88,123.58,59.62,25,5
1977 Balliang,FOCMEC,0,11.53,20.59,75.65,292.67,24.9,125.58,64.54,25,5
1977 Balliang,FOCMEC,0,14.41,25.46,78.3,293.18,19.92,128.47,69.41,25,5
1977 Balliang,FOCMEC,0,16.42,30.38,80.08,293.66,14.94,133.02,74.21,25,5
1977 Balliang,FOCMEC,0,17.9,35.31,81.33,294.11,9.96,141.29,78.83,24.99,5
1977 Balliang,FOCMEC,0,3.7,11.17,63.26,296.51,34.85,127.1,54.69,30,5
1977 Balliang,FOCMEC,0,11.98,15.79,71.32,297.12,29.88,128.58,59.62,30,5
1977 Balliang,FOCMEC,0,16.53,20.59,75.65,297.67,24.9,130.58,64.54,30,5
1977 Balliang,FOCMEC,0,19.41,25.46,78.3,298.18,19.92,133.47,69.41,30,5
1977 Balliang,FOCMEC,0,21.42,30.38,80.08,298.66,14.94,138.02,74.21,30,5
1977 Balliang,FOCMEC,0,22.9,35.31,81.33,299.11,9.96,146.29,78.83,29.99,5
1977 Balliang,FOCMEC,0,8.7,11.17,63.26,301.51,34.85,132.1,54.69,35,5
1977 Balliang,FOCMEC,0,16.98,15.79,71.32,302.12,29.88,133.58,59.62,35,5
1977 Balliang,FOCMEC,0,21.53,20.59,75.65,302.67,24.9,135.58,64.54,35,5
1977 Balliang,FOCMEC,0,24.41,25.46,78.3,303.18,19.92,138.47,69.41,35,5
1977 Balliang,FOCMEC,0,26.42,30.38,80.08,303.66,14.94,143.02,74.21,35,5
1983 Beltana,SKHASH,B,58,87.5,-179.7,282.97,1.98,13.02,1.56,141.16,87.48
1983 Beltana,SKHASH,D,245.5,45.4,-120.4,77.38,68.55,176.51,3.57,267.89,21.12
1983 Beltana,FOCMEC,1.14,144,90,20,277.22,14,10.78,14,144,70
1983 Beltana,FOCMEC,1.14,322.3,87.42,-14.78,276.7,12.24,8.56,8.53,132.62,75
1983 Beltana,FOCMEC,1.15,324.33,87.5,-29.91,275.9,22.53,13.99,18.75,139.99,60
1983 Beltana,FOCMEC,1.15,328.31,88.27,-9.85,283.05,8.18,13.87,5.71,138.45,80
1983 Beltana,FOCMEC,1.16,146.75,88.71,14.95,280.61,9.58,12.56,11.44,151.57,75
1983 Beltana,FOCMEC,1.16,323.39,89.13,-9.96,278.03,7.64,8.9,6.4,138.45,80
1983 Beltana,FOCMEC,1.16,324.92,87.89,-4.53,279.93,4.69,10.07,1.71,120,85
1983 Beltana,FOCMEC,1.17,144,90,25,276.19,17.39,11.81,17.39,144,65
1983 Beltana,FOCMEC,1.17,139.3,88.29,19.93,272.26,12.7,5.76,15.19,144,70
1983 Beltana,FOCMEC,1.18,321.08,85.79,-24.67,274.31,20.26,9.6,14.03,132,65
1983 Beltana,FOCMEC,1.18,327.14,86.16,-14.51,281.76,12.95,13.48,7.44,132.63,75
1983 Beltana,FOCMEC,1.19,323.73,84.92,-19.37,278.03,17.23,11.12,9.85,129.59,70
1983 Beltana,FOCMEC,1.19,141.91,87.42,14.78,275.65,8.53,7.51,12.24,151.59,75
1983 Beltana,FOCMEC,1.19,151.37,87.42,9.67,285.77,4.98,16.53,8.66,166.17,79.99
1983 Beltana,FOCMEC,1.2,139.47,87.89,24.92,271.26,15.77,6.8,18.89,144,65
1983 Beltana,FOCMEC,1.2,150.09,87.5,4.33,284.94,1.29,15.05,4.83,180.04,85
1983 Beltana,FOCMEC,1.21,325,90,0,280,0,190,0,10,90
1983 Beltana,FOCMEC,1.21,330,90,0,285,0,195,0,15,90
1983 Beltana,FOCMEC,1.22,319.01,86.6,-19.72,272.91,16.27,6.26,11.32,129.62,70
1983 Beltana,FOCMEC,1.22,146.43,86.6,9.41,280.82,4.21,11.49,9.05,166.12,80
1983 Beltana,FOCMEC,1.22,327.38,89.13,9.96,101.87,6.4,192.74,7.64,332.32,80
1983 Beltana,FOCMEC,1.22,325.1,87.13,4.1,99.96,0.86,190.03,4.93,0.03,85
1983 Beltana,FOCMEC,1.23,328.7,88.29,-19.93,282.24,15.19,15.74,12.7,144,70
1983 Beltana,FOCMEC,1.23,329.91,87.5,-4.33,284.95,4.83,15.06,1.29,119.96,85
1983 Beltana,FOCMEC,1.24,144.27,84.92,19.37,276.88,9.85,9.97,17.23,158.41,70
1983 Beltana,FOCMEC,1.24,325.36,84.28,-8.22,280.62,9.85,10.92,1.73,110.76,80
1983 Beltana,FOCMEC,1.24,149.91,87.5,-4.33,104.95,4.83,195.06,1.29,299.96,85
1983 Beltana,FOCMEC,1.25,324.59,87.13,-34.9,274.8,26.07,15.99,21.63,140.48,55
1983 Beltana,FOCMEC,1.25,139.52,83.28,18.88,272.06,8.31,4.79,18.06,158.41,70
1983 Beltana,FOCMEC,1.25,146.94,88.71,-14.95,101.13,11.44,193.08,9.58,322.12,75
1983 Beltana,FOCMEC,1.25,145.1,87.13,4.1,279.96,0.86,10.03,4.93,180.03,85
1983 Beltana,FOCMEC,1.26,328.53,87.89,-24.92,281.2,18.89,16.74,15.77,144,65
1983 Beltana,FOCMEC,1.26,148.99,86.6,19.72,281.74,11.32,15.09,16.27,158.38,70
1983 Beltana,FOCMEC,1.26,151.58,90,15,285.59,10.55,17.57,10.55,151.58,75
1983 Beltana,FOCMEC,1.26,146.28,83.72,13.65,279.9,5.08,11.17,14.08,170.53,75
1983 Beltana,FOCMEC,1.26,151.77,87.42,-14.78,106.17,12.24,198.03,8.53,322.09,75
1983 Beltana,FOCMEC,1.26,326.54,86.16,14.51,100.2,7.44,191.92,12.95,341.05,75
1983 Beltana,FOCMEC,1.26,141.49,85.79,9.08,275.88,3.4,6.44,9.39,166.16,80
1983 Beltana,FOCMEC,1.26,332.31,90,10,106.87,7.05,197.75,7.05,332.31,80
1983 Beltana,FOCMEC,1.26,330.09,87.5,4.33,104.94,1.29,195.05,4.83,0.04,85
1983 Beltana,FOCMEC,1.26,324.98,85.02,-0.44,280.11,3.83,189.89,3.21,60.04,85
1983 Beltana,FOCMEC,1.26,144.92,87.89,-4.53,99.93,4.69,190.07,1.71,300,85
1983 Beltana,FOCMEC,1.27,318.68,85.02,-29.62,271.04,24.18,8.76,16.67,130,60
1983 Beltana,FOCMEC,1.27,145.67,87.5,29.91,276.01,18.75,14.1,22.53,150.01,60
1983 Beltana,FOCMEC,1.27,150,90,30,280.89,20.7,19.11,20.7,150,60
1983 Beltana,FOCMEC,1.27,142.35,83.72,24.25,273.62,12.2,8.5,21.47,156,65
1983 Beltana,FOCMEC,1.27,144.34,86.6,-9.41,99.28,9.05,189.95,4.21,304.65,80
1983 Beltana,FOCMEC,1.27,149.28,85.79,-9.08,104.33,9.39,194.89,3.4,304.61,80
1983 Beltana,FOCMEC,1.27,322.46,88.27,9.85,96.9,5.71,187.72,8.18,332.32,80
1983 Beltana,FOCMEC,1.28,89.14,42.27,-67.37,90.69,74.21,343.29,4.83,252,15
1983 Beltana,FOCMEC,1.28,149.27,90,35,278.59,23.93,19.95,23.93,149.27,55
1983 Beltana,FOCMEC,1.28,146.92,85.79,24.67,278.4,14.03,13.69,20.26,156,65
1983 Beltana,FOCMEC,1.28,151.47,87.89,24.92,283.26,15.77,18.8,18.89,156,65
1983 Beltana,FOCMEC,1.28,137.07,86.16,14.51,270.73,7.44,2.45,12.95,151.58,75
1983 Beltana,FOCMEC,1.28,331.39,87.42,14.78,105.13,8.53,196.99,12.24,341.07,75
1983 Beltana,FOCMEC,1.28,330,85,0,285.11,3.53,194.89,3.53,60,85
1983 Beltana,FOCMEC,1.28,140.11,86.79,3.83,274.98,0.43,5.02,4.98,180.02,85
1983 Beltana,FOCMEC,1.29,316.53,87.89,-24.92,269.2,18.89,4.74,15.77,132,65
1983 Beltana,FOCMEC,1.29,325.65,83.72,-24.25,279.5,21.47,14.38,12.2,132,65
1983 Beltana,FOCMEC,1.29,147.41,83.72,-13.65,102.52,14.08,193.79,5.08,303.16,75
1983 Beltana,FOCMEC,1.29,330.34,83.59,-7.69,285.69,9.96,15.85,0.86,110.76,80
1983 Beltana,FOCMEC,1.29,150,85,0,105.11,3.53,14.89,3.53,240,85
1983 Beltana,FOCMEC,1.29,139.96,85.08,-0.87,95.1,4.09,4.89,2.86,240,85
1983 Beltana,FOCMEC,1.29,139.93,88.29,-4.7,94.92,4.53,185.08,2.11,299.98,85
1983 Beltana,FOCMEC,1.3,140,90,30,270.89,20.7,9.11,20.7,140,60
1983 Beltana,FOCMEC,1.3,137.74,81.69,23.66,268.91,10.29,3.22,22.52,156,65
1983 Beltana,FOCMEC,1.3,141.38,82.56,13.06,275.04,3.83,6.03,14.48,170.55,75
1983 Beltana,FOCMEC,1.3,151.16,84.92,14.13,284.78,6.28,16.3,13.57,170.54,75
1983 Beltana,FOCMEC,1.3,330.38,85.02,8.68,104.78,2.58,195.22,9.65,0,80
1983 Beltana,FOCMEC,1.3,138.46,90,10,273.02,7.05,3.9,7.05,138.46,80
1983 Beltana,FOCMEC,1.3,334.9,87.13,-4.1,289.97,4.93,20.04,0.86,119.97,85
1983 Beltana,FOCMEC,1.3,155.08,87.89,4.53,289.93,1.71,20.07,4.69,180,85
1983 Beltana,FOCMEC,1.3,144.98,85.02,-0.44,100.11,3.83,9.89,3.21,240.04,85
1983 Beltana,FOCMEC,1.3,320,90,0,275,0,185,0,5,90
1983 Beltana,FOCMEC,1.31,94.29,42.27,-67.37,95.84,74.21,348.44,4.83,257.15,15
1983 Beltana,FOCMEC,1.31,326.5,88.29,19.93,99.46,12.7,192.96,15.19,331.2,70
1983 Beltana,FOCMEC,1.31,142.53,84.92,-14.13,97.39,13.57,188.91,6.28,303.15,75
1983 Beltana,FOCMEC,1.31,139.4,87.42,-9.67,94.24,8.66,185,4.98,304.6,79.99
1983 Beltana,FOCMEC,1.31,335.08,87.89,4.53,109.93,1.71,200.07,4.69,0,85
1983 Beltana,FOCMEC,1.31,319.93,88.29,-4.7,274.92,4.53,5.08,2.11,119.98,85
1983 Beltana,FOCMEC,1.31,335,90,0,290,0,200,0,20,90
1983 Beltana,FOCMEC,1.32,96.29,43.96,-60.48,88.46,69.41,345.83,4.7,254.11,20
1983 Beltana,FOCMEC,1.32,323.06,82.56,-29.15,276.31,25.66,13.43,14.48,129.99,60
1983 Beltana,FOCMEC,1.32,134.59,86.6,19.72,267.34,11.32,0.69,16.27,143.98,70
1983 Beltana,FOCMEC,1.32,144.32,80.15,17.5,276.93,5.08,8.72,19.3,172.8,69.99
1983 Beltana,FOCMEC,1.32,317.46,88.71,-14.95,271.65,11.44,3.6,9.58,132.64,75
1983 Beltana,FOCMEC,1.32,322.11,90,15,96.12,10.55,188.1,10.55,322.11,75
1983 Beltana,FOCMEC,1.32,325.41,84.28,8.22,99.85,1.73,190.15,9.85,0.01,80
1983 Beltana,FOCMEC,1.32,333.24,87.42,-9.67,288.08,8.66,18.84,4.98,138.44,79.99
1983 Beltana,FOCMEC,1.32,136.53,85.02,8.68,270.93,2.58,1.37,9.65,166.15,80
1983 Beltana,FOCMEC,1.32,149.28,82.95,7.11,283.84,0,13.84,10,193.82,80
1983 Beltana,FOCMEC,1.32,141.48,82.95,-7.11,96.92,10,186.92,0,276.94,80
1983 Beltana,FOCMEC,1.33,330.85,82.56,13.06,104.51,3.83,195.5,14.48,0.02,75
1983 Beltana,FOCMEC,1.33,322.83,82.56,-13.06,278.18,14.48,9.17,3.83,113.66,75
1983 Beltana,FOCMEC,1.33,136.45,81.46,12.38,270.19,2.57,0.87,14.77,170.53,75
1983 Beltana,FOCMEC,1.33,143.24,80.42,-11.6,99.04,14.94,189.38,1.29,284.21,75
1983 Beltana,FOCMEC,1.33,320.39,85.02,-8.68,275.55,9.65,5.99,2.58,110.77,80
1983 Beltana,FOCMEC,1.33,144.28,82.36,6.47,98.92,0.86,8.77,9.96,193.82,80
1983 Beltana,FOCMEC,1.33,146.49,82.36,-6.47,102,9.96,11.85,0.86,276.95,80
1983 Beltana,FOCMEC,1.33,155.02,85.02,0.44,110.11,3.21,19.89,3.83,239.96,85
1959 Berridale,SKHASH,D,39,18.9,93.6,306.17,26.13,123.22,63.84,215.59,1.17
1959 Berridale,SKHASH,D,133.1,61.6,129.9,195.83,8.1,94.35,54.44,291.41,34.35
1959 Berridale,FOCMEC,0,35,30,90,305,15,125,75,35,0
1959 Berridale,FOCMEC,0,40,25,90,310,20,130,70,220,0
1959 Berridale,FOCMEC,0,40,30,90,310,15,130,75,220,0
1959 Berridale,FOCMEC,0,40,35,90,310,10,130,80,220,0
1959 Berridale,FOCMEC,0,45,25,90,315,20,135,70,225,0
1959 Berridale,FOCMEC,0,45,30,90,315,15,135,75,225,0
1959 Berridale,FOCMEC,0,50,25,90,320,20,140,70,230,0
1959 Berridale,FOCMEC,0,21.42,30.38,80.08,298.66,14.94,138.02,74.21,30,5
1959 Berridale,FOCMEC,0,24.41,25.46,78.3,303.18,19.92,138.47,69.41,35,5
1959 Berridale,FOCMEC,0,26.42,30.38,80.08,303.66,14.94,143.02,74.21,35,5
1959 Berridale,FOCMEC,0,27.9,35.31,81.33,304.11,9.96,151.29,78.83,34.99,5
1959 Berridale,FOCMEC,0,29.41,25.46,78.3,308.18,19.92,143.47,69.41,40,5
1959 Berridale,FOCMEC,0,31.42,30.38,80.08,308.66,14.94,148.02,74.21,40,5
1959 Berridale,FOCMEC,0,32.9,35.31,81.33,309.11,9.96,156.29,78.83,39.99,5
1959 Berridale,FOCMEC,0,34.41,25.46,78.3,313.18,19.92,148.47,69.41,45,5
1959 Berridale,FOCMEC,0,36.42,30.38,80.08,313.66,14.94,153.02,74.21,45,5
1959 Berridale,FOCMEC,0,212.12,60.13,84.23,306.34,14.95,106.98,74.2,215,5
1959 Berridale,FOCMEC,0,216.51,55.15,83.9,310.89,9.96,103.68,78.83,220,5
1959 Berridale,FOCMEC,0,217.12,60.13,84.23,311.34,14.95,111.98,74.2,220,5
1959 Berridale,FOCMEC,0,217.67,65.1,84.49,311.81,19.92,116.54,69.41,220,5
1959 Berridale,FOCMEC,0,220.82,50.18,83.48,315.44,4.98,90.08,82.93,225.01,5
1959 Berridale,FOCMEC,0,221.51,55.15,83.9,315.89,9.96,108.68,78.83,225,5
1959 Berridale,FOCMEC,0,222.12,60.13,84.23,316.34,14.95,116.98,74.2,225,5
1959 Berridale,FOCMEC,0,222.67,65.1,84.49,316.81,19.92,121.54,69.41,225,5
1959 Berridale,FOCMEC,0,227.12,60.13,84.23,321.34,14.95,121.98,74.2,230,5
1959 Berridale,FOCMEC,0,227.67,65.1,84.49,321.81,19.92,126.54,69.41,230,5
1959 Berridale,FOCMEC,0,13.68,31.47,70.57,297.76,14.77,153.36,72.03,30.42,10
1959 Berridale,FOCMEC,0,16.49,36.22,72.91,298.67,9.85,164.97,75.89,30.42,10
1959 Berridale,FOCMEC,0,18.75,31.47,70.57,302.83,14.77,158.43,72.03,35.49,10
1959 Berridale,FOCMEC,0,21.56,36.22,72.91,303.74,9.85,170.04,75.89,35.49,10
1959 Berridale,FOCMEC,0,20.14,26.81,67.35,306.95,19.68,156.08,67.73,40.57,10
1959 Berridale,FOCMEC,0,23.82,31.47,70.57,307.9,14.77,163.5,72.03,40.56,10
1959 Berridale,FOCMEC,0,25.21,26.81,67.35,312.02,19.68,161.15,67.73,45.64,10
1959 Berridale,FOCMEC,0,212.3,60.5,78.49,310.69,14.77,95.07,72.04,218.03,10
1959 Berridale,FOCMEC,0,216.17,55.61,77.85,314.86,9.85,88.54,75.89,223.1,10
1959 Berridale,FOCMEC,0,217.37,60.5,78.49,315.76,14.77,100.14,72.04,223.1,10
1959 Berridale,FOCMEC,0,218.47,65.41,78.99,316.72,19.69,107.6,67.73,223.1,10
1959 Berridale,FOCMEC,0,221.24,55.61,77.85,319.93,9.85,93.61,75.89,228.17,10
1959 Berridale,FOCMEC,0,222.44,60.5,78.49,320.83,14.77,105.21,72.04,228.17,10
1959 Berridale,FOCMEC,0,223.54,65.41,78.99,321.79,19.69,112.67,67.73,228.17,10
1959 Berridale,FOCMEC,0,224.55,70.32,79.37,322.8,24.6,117.74,63.19,228.17,10
1959 Berridale,FOCMEC,0,227.51,60.5,78.49,325.9,14.77,110.28,72.04,233.24,10
1959 Berridale,FOCMEC,0,228.61,65.41,78.99,326.86,19.69,117.74,67.73,233.24,10
1959 Berridale,FOCMEC,0,229.62,70.32,79.37,327.87,24.6,122.81,63.19,233.24,10
1959 Berridale,FOCMEC,0,5.43,37.7,64.96,293.1,9.65,171.46,72.04,25.72,15
1959 Berridale,FOCMEC,0,6.71,33.23,61.81,296.89,14.47,164.88,68.91,30.86,15
1959 Berridale,FOCMEC,0,10.57,37.7,64.96,298.24,9.65,176.6,72.04,30.86,15
1959 Berridale,FOCMEC,0,11.85,33.23,61.81,302.03,14.47,170.02,68.91,36,15
1959 Berridale,FOCMEC,0,212.64,61.12,72.81,315.1,14.48,87.13,68.91,221.14,15
1959 Berridale,FOCMEC,0,216.01,56.36,71.89,318.89,9.66,80.56,72.04,226.28,15
1959 Berridale,FOCMEC,0,217.79,61.12,72.81,320.25,14.48,92.28,68.91,226.29,15
1959 Berridale,FOCMEC,0,219.4,65.91,73.53,321.66,19.29,100.87,65.18,226.28,15
1959 Berridale,FOCMEC,0,219.18,51.62,70.72,322.73,4.83,70.11,74.21,231.43,15
1959 Berridale,FOCMEC,0,221.16,56.36,71.89,324.04,9.66,85.71,72.04,231.43,15
1959 Berridale,FOCMEC,0,222.93,61.12,72.81,325.39,14.48,97.42,68.91,231.43,15
1959 Berridale,FOCMEC,0,224.55,65.91,73.53,326.81,19.29,106.02,65.18,231.43,15
1959 Berridale,FOCMEC,0,226.05,70.71,74.08,328.32,24.09,112.39,61.09,231.43,15
1959 Berridale,FOCMEC,0,226.3,56.36,71.89,329.18,9.66,90.85,72.04,236.57,15
1959 Berridale,FOCMEC,0,228.07,61.12,72.81,330.53,14.48,102.56,68.91,236.57,15
1959 Berridale,FOCMEC,0,229.69,65.91,73.53,331.95,19.29,111.16,65.18,236.57,15
1959 Berridale,FOCMEC,0,231.19,70.71,74.08,333.46,24.09,117.53,61.09,236.57,15
1959 Berridale,FOCMEC,0,359,43.96,60.48,289.46,4.7,186.83,69.41,21.18,20
1959 Berridale,FOCMEC,0,0.44,39.67,57.6,293.02,9.39,179.21,67.73,26.47,20
1959 Berridale,FOCMEC,0,4.29,43.96,60.48,294.75,4.7,192.12,69.41,26.47,20
1959 Berridale,FOCMEC,0,5.73,39.67,57.6,298.31,9.39,184.5,67.73,31.76,20
1959 Berridale,FOCMEC,0,6.42,35.53,53.95,301.82,14.08,178.98,65.19,37.06,20
1959 Berridale,FOCMEC,0,214.18,57.39,66.04,321.1,9.39,74.93,67.73,227.65,20
1959 Berridale,FOCMEC,0,216.48,61.98,67.2,322.89,14.08,85.73,65.18,227.65,20
1959 Berridale,FOCMEC,0,218.59,66.6,68.12,324.75,18.75,94.43,62.01,227.65,20
1959 Berridale,FOCMEC,0,219.47,57.39,66.04,326.39,9.39,80.22,67.73,232.94,20
1959 Berridale,FOCMEC,0,221.77,61.98,67.2,328.18,14.08,91.02,65.18,232.94,20
1959 Berridale,FOCMEC,0,223.88,66.6,68.12,330.04,18.75,99.72,62.01,232.94,20
1959 Berridale,FOCMEC,0,225.85,71.25,68.83,332.01,23.4,106.69,58.4,232.95,20
1959 Berridale,FOCMEC,0,222.22,52.84,64.59,329.94,4.7,72.58,69.41,238.23,20
1959 Berridale,FOCMEC,0,224.77,57.39,66.04,331.69,9.39,85.52,67.73,238.24,20
1959 Berridale,FOCMEC,0,227.07,61.98,67.2,333.48,14.08,96.32,65.18,238.24,20
1959 Berridale,FOCMEC,0,229.17,66.6,68.12,335.33,18.75,105.01,62.01,238.23,20
1959 Berridale,FOCMEC,0,231.14,71.25,68.83,337.3,23.4,111.98,58.4,238.24,20
1959 Berridale,FOCMEC,0,227.52,52.84,64.59,335.24,4.7,77.88,69.41,243.53,20
1959 Berridale,FOCMEC,0,230.06,57.39,66.04,336.98,9.39,90.81,67.73,243.53,20
1959 Berridale,FOCMEC,0,232.36,61.98,67.2,338.77,14.08,101.61,65.18,243.53,20
1959 Berridale,FOCMEC,0,234.47,66.6,68.12,340.63,18.75,110.31,62.01,243.53,20
1959 Berridale,FOCMEC,0,232.81,52.84,64.59,340.53,4.7,83.17,69.41,248.82,20
1959 Berridale,FOCMEC,0,235.36,57.39,66.04,342.28,9.39,96.11,67.73,248.83,20
1959 Berridale,FOCMEC,0,237.65,61.98,67.2,344.06,14.08,106.9,65.18,248.82,20
1959 Berridale,FOCMEC,0,239.76,66.6,68.12,345.92,18.75,115.6,62.01,248.82,20
1959 Berridale,FOCMEC,0,355.42,46.03,54.04,290.04,4.53,190.46,64.54,22.15,25
1959 Berridale,FOCMEC,0,356.58,42.06,50.89,293.43,9.06,185.04,63.19,27.69,25
